Date,Borough,Pool,Attendance
07/10/2017,Bronx,Floating Pool,375
07/10/2017,Bronx,Haffen,422
07/10/2017,Bronx,Mapes,545
07/10/2017,Bronx,Mullaly,429
07/10/2017,Bronx,Van Cortlandt,921
07/10/2017,Bronx,Bronx River Playground,117
07/10/2017,Manhattan,Asser Levy,387
07/10/2017,Manhattan,Tony Dapolito,340
07/10/2017,Manhattan,Dry Dock,242
07/10/2017,Manhattan,Hamilton Fish,1324
07/10/2017,Manhattan,Highbridge,1828
07/10/2017,Manhattan,Jackie Robinson,563
07/10/2017,Manhattan,John Jay,666
07/10/2017,Manhattan,Lasker,2217
07/10/2017,Manhattan,Marcus Garvey,270
07/10/2017,Manhattan,Sheltering Arms,389
07/10/2017,Manhattan,Thomas Jefferson,887
07/10/2017,Manhattan,Wagner,156
07/10/2017,Manhattan,Abe Lincoln,24
07/10/2017,Manhattan,Frederick Douglass,89
07/10/2017,Manhattan,Vesuvio,99
07/10/2017,Manhattan,Tompkins Square,59
07/10/2017,Queens,Astoria,4091
07/10/2017,Queens,Fisher,599
07/10/2017,Queens,Liberty,420
07/10/2017,Queens,Totten,459
07/10/2017,Queens,Marie Curie Park,61
07/10/2017,Queens,Astoria Hts PS 10,0
07/10/2017,Queens,PS 186 Playground,70
07/10/2017,Queens,Windmuller,306
07/10/2017,Staten Island,Faber,454
07/10/2017,Staten Island,Lyons,544
07/10/2017,Staten Island,Tottenville,244
07/10/2017,Staten Island,West Brighton,159
07/10/2017,Staten Island,General Douglas,55
07/10/2017,Staten Island,Mariner's Harbor,0
07/10/2017,Staten Island,PS 14 Playground,119
07/10/2017,Staten Island,PS 46 Playground,54
07/11/2017,Brooklyn,Betsy Head,1031
07/11/2017,Brooklyn,PS 20 Playground,0
07/11/2017,Brooklyn,Lindower Park,144
07/11/2017,Brooklyn,JHS 57/HS 26 Pool,0
07/11/2017,Brooklyn,Glenwood Houses,19
07/11/2017,Brooklyn,David Fox/PS 251 Pool,0
07/11/2017,Brooklyn,McCarren Park,1494
07/11/2017,Brooklyn,Sunset Park,1266
07/11/2017,Brooklyn,Red Hook,957
07/11/2017,Brooklyn,Kosciuszko,624
07/11/2017,Brooklyn,Howard,352
07/11/2017,Brooklyn,Douglas and DeGraw,496
07/11/2017,Brooklyn,Commodore Barry,310
07/11/2017,Brooklyn,Bushwick,240
07/11/2017,Bronx,Claremont,313
07/11/2017,Bronx,Edenwald Houses,89
07/11/2017,Bronx,Crotona,601
07/11/2017,Bronx,Floating Pool,190
07/11/2017,Bronx,Haffen,280
07/11/2017,Bronx,Mapes,567
07/11/2017,Bronx,Mullaly,298
07/11/2017,Bronx,Van Cortlandt,748
07/11/2017,Bronx,Bronx River Playground,110
07/11/2017,Manhattan,Asser Levy,539
07/11/2017,Manhattan,Tony Dapolito,308
07/11/2017,Manhattan,Dry Dock,259
07/11/2017,Manhattan,Hamilton Fish,1007
07/11/2017,Manhattan,Highbridge,1159
07/12/2017,Bronx,Bronx River Playground,130
07/11/2017,Manhattan,Jackie Robinson,414
07/11/2017,Manhattan,John Jay,539
07/11/2017,Manhattan,Lasker,1673
07/11/2017,Manhattan,Marcus Garvey,169
07/11/2017,Manhattan,Sheltering Arms,315
07/11/2017,Manhattan,Thomas Jefferson,804
07/11/2017,Manhattan,Wagner,207
07/11/2017,Manhattan,Abe Lincoln,39
07/11/2017,Manhattan,Frederick Douglass,28
07/11/2017,Manhattan,Vesuvio,55
07/11/2017,Manhattan,Tompkins Square,51
07/11/2017,Queens,Astoria,2421
07/11/2017,Queens,Fisher,412
07/11/2017,Queens,Liberty,362
07/11/2017,Queens,Totten,225
07/11/2017,Queens,Marie Curie Park,36
07/11/2017,Queens,Astoria Hts PS 10,0
07/11/2017,Queens,PS 186 Playground,85
07/11/2017,Queens,Windmuller,180
07/11/2017,Staten Island,Faber,163
07/11/2017,Staten Island,Lyons,621
07/11/2017,Staten Island,Tottenville,213
07/11/2017,Staten Island,West Brighton,194
07/11/2017,Staten Island,General Douglas,23
07/11/2017,Staten Island,Mariner's Harbor,0
07/11/2017,Staten Island,PS 14 Playground,44
07/11/2017,Staten Island,PS 46 Playground,43
07/12/2017,Brooklyn,Betsy Head,1103
07/12/2017,Brooklyn,PS 20 Playground,119
07/12/2017,Brooklyn,Lindower Park,222
07/12/2017,Brooklyn,JHS 57/HS 26 Pool,0
07/12/2017,Brooklyn,Glenwood Houses,54
07/12/2017,Brooklyn,David Fox/PS 251 Pool,146
07/12/2017,Brooklyn,McCarren Park,2205
07/12/2017,Brooklyn,Sunset Park,1711
07/12/2017,Brooklyn,Red Hook,985
07/12/2017,Brooklyn,Kosciuszko,872
07/12/2017,Brooklyn,Howard,364
07/12/2017,Brooklyn,Douglas and DeGraw,436
07/12/2017,Brooklyn,Commodore Barry,387
07/12/2017,Brooklyn,Bushwick,283
07/12/2017,Bronx,Claremont,489
07/12/2017,Bronx,Edenwald Houses,125
07/12/2017,Bronx,Crotona,1268
07/12/2017,Bronx,Floating Pool,386
07/12/2017,Bronx,Haffen,308
07/12/2017,Bronx,Mapes,576
07/12/2017,Bronx,Mullaly,683
07/12/2017,Bronx,Van Cortlandt,1054
07/12/2017,Manhattan,Asser Levy,471
07/12/2017,Manhattan,Tony Dapolito,266
07/12/2017,Manhattan,Dry Dock,322
07/12/2017,Manhattan,Hamilton Fish,1533
07/12/2017,Manhattan,Highbridge,1830
07/12/2017,Manhattan,Jackie Robinson,899
07/12/2017,Manhattan,John Jay,610
07/12/2017,Manhattan,Lasker,1372
07/12/2017,Manhattan,Marcus Garvey,332
07/12/2017,Manhattan,Sheltering Arms,460
07/12/2017,Manhattan,Thomas Jefferson,886
07/12/2017,Manhattan,Wagner,236
07/12/2017,Manhattan,Abe Lincoln,74
07/12/2017,Manhattan,Frederick Douglass,79
07/12/2017,Manhattan,Vesuvio,68
07/12/2017,Manhattan,Tompkins Square,55
07/12/2017,Queens,Astoria,1506
07/12/2017,Queens,Fisher,780
07/12/2017,Queens,Liberty,477
07/12/2017,Queens,Totten,474
07/12/2017,Queens,Marie Curie Park,132
07/12/2017,Queens,Astoria Hts PS 10,0
07/12/2017,Queens,PS 186 Playground,85
07/12/2017,Queens,Windmuller,413
07/12/2017,Staten Island,Faber,386
07/12/2017,Staten Island,Lyons,540
07/12/2017,Staten Island,Tottenville,260
07/12/2017,Staten Island,West Brighton,197
07/12/2017,Staten Island,General Douglas,64
07/12/2017,Staten Island,Mariner's Harbor,0
07/12/2017,Staten Island,PS 14 Playground,130
07/12/2017,Staten Island,PS 46 Playground,65
07/13/2017,Brooklyn,Betsy Head,1202
07/13/2017,Brooklyn,PS 20 Playground,254
07/13/2017,Brooklyn,Lindower Park,450
07/13/2017,Brooklyn,JHS 57/HS 26 Pool,0
07/13/2017,Brooklyn,Glenwood Houses,40
07/13/2017,Brooklyn,David Fox/PS 251 Pool,115
07/13/2017,Brooklyn,McCarren Park,3974
07/13/2017,Brooklyn,Sunset Park,2228
07/13/2017,Brooklyn,Red Hook,0
07/13/2017,Brooklyn,Kosciuszko,1334
07/13/2017,Brooklyn,Howard,10
07/13/2017,Brooklyn,Douglas and DeGraw,471
07/13/2017,Brooklyn,Commodore Barry,10
07/13/2017,Brooklyn,Bushwick,249
07/13/2017,Bronx,Claremont,489
07/13/2017,Bronx,Edenwald Houses,78
07/13/2017,Bronx,Crotona,2033
07/13/2017,Bronx,Floating Pool,701
07/13/2017,Bronx,Haffen,540
07/13/2017,Bronx,Mapes,579
07/13/2017,Bronx,Mullaly,620
07/13/2017,Bronx,Van Cortlandt,1290
07/13/2017,Bronx,Bronx River Playground,130
07/13/2017,Manhattan,Asser Levy,752
07/13/2017,Manhattan,Tony Dapolito,377
07/13/2017,Manhattan,Dry Dock,422
07/13/2017,Manhattan,Hamilton Fish,1439
07/13/2017,Manhattan,Highbridge,2754
07/13/2017,Manhattan,Jackie Robinson,1029
07/13/2017,Manhattan,John Jay,1043
07/13/2017,Manhattan,Lasker,2102
07/13/2017,Manhattan,Marcus Garvey,476
07/13/2017,Manhattan,Sheltering Arms,545
07/13/2017,Manhattan,Thomas Jefferson,1465
07/13/2017,Manhattan,Wagner,364
07/13/2017,Manhattan,Abe Lincoln,43
07/13/2017,Manhattan,Frederick Douglass,85
07/13/2017,Manhattan,Vesuvio,151
07/13/2017,Manhattan,Tompkins Square,100
07/13/2017,Queens,Astoria,2648
07/13/2017,Queens,Fisher,846
07/13/2017,Queens,Liberty,647
07/13/2017,Queens,Totten,790
07/13/2017,Queens,Marie Curie Park,69
07/13/2017,Queens,Astoria Hts PS 10,0
07/13/2017,Queens,PS 186 Playground,3
07/13/2017,Queens,Windmuller,339
07/13/2017,Staten Island,Faber,264
07/13/2017,Staten Island,Lyons,602
07/13/2017,Staten Island,Tottenville,330
07/13/2017,Staten Island,West Brighton,195
07/13/2017,Staten Island,General Douglas,3
07/13/2017,Staten Island,Mariner's Harbor,0
07/13/2017,Staten Island,PS 14 Playground,96
07/13/2017,Staten Island,PS 46 Playground,45
07/14/2017,Brooklyn,Betsy Head,34
07/14/2017,Brooklyn,PS 20 Playground,0
07/14/2017,Brooklyn,Lindower Park,17
07/14/2017,Brooklyn,JHS 57/HS 26 Pool,0
07/14/2017,Brooklyn,Glenwood Houses,0
07/14/2017,Brooklyn,David Fox/PS 251 Pool,0
07/14/2017,Brooklyn,McCarren Park,197
07/14/2017,Brooklyn,Sunset Park,51
07/14/2017,Brooklyn,Red Hook,0
07/14/2017,Brooklyn,Kosciuszko,21
07/14/2017,Brooklyn,Howard,227
07/14/2017,Brooklyn,Douglas and DeGraw,22
07/14/2017,Brooklyn,Commodore Barry,326
07/14/2017,Brooklyn,Bushwick,3
07/14/2017,Bronx,Claremont,80
07/14/2017,Bronx,Edenwald Houses,0
07/14/2017,Bronx,Crotona,3
07/14/2017,Bronx,Floating Pool,0
07/14/2017,Bronx,Haffen,63
07/14/2017,Bronx,Mapes,64
07/14/2017,Bronx,Mullaly,60
07/14/2017,Bronx,Van Cortlandt,2
07/14/2017,Bronx,Bronx River Playground,1
07/14/2017,Manhattan,Asser Levy,85
07/14/2017,Manhattan,Tony Dapolito,47
07/14/2017,Manhattan,Dry Dock,5
07/14/2017,Manhattan,Hamilton Fish,87
07/14/2017,Manhattan,Highbridge,55
07/14/2017,Manhattan,Jackie Robinson,101
07/14/2017,Manhattan,John Jay,98
07/14/2017,Manhattan,Lasker,90
07/14/2017,Manhattan,Marcus Garvey,7
07/14/2017,Manhattan,Sheltering Arms,6
07/14/2017,Manhattan,Thomas Jefferson,0
07/14/2017,Manhattan,Wagner,11
07/14/2017,Manhattan,Abe Lincoln,6
07/14/2017,Manhattan,Frederick Douglass,0
07/14/2017,Manhattan,Vesuvio,16
07/14/2017,Manhattan,Tompkins Square,4
07/14/2017,Queens,Astoria,3427
07/14/2017,Queens,Fisher,0
07/14/2017,Queens,Liberty,0
07/14/2017,Queens,Totten,50
07/14/2017,Queens,Marie Curie Park,0
07/14/2017,Queens,Astoria Hts PS 10,0
07/14/2017,Queens,PS 186 Playground,64
07/14/2017,Queens,Windmuller,14
07/14/2017,Staten Island,Faber,12
07/14/2017,Staten Island,Lyons,31
07/14/2017,Staten Island,Tottenville,24
07/14/2017,Staten Island,West Brighton,0
07/14/2017,Staten Island,General Douglas,21
07/14/2017,Staten Island,Mariner's Harbor,0
07/14/2017,Staten Island,PS 14 Playground,0
07/14/2017,Staten Island,PS 46 Playground,0
07/15/2017,Brooklyn,Betsy Head,1081
07/15/2017,Brooklyn,PS 20 Playground,0
07/15/2017,Brooklyn,Lindower Park,125
07/15/2017,Brooklyn,JHS 57/HS 26 Pool,0
07/15/2017,Brooklyn,Glenwood Houses,28
07/15/2017,Brooklyn,David Fox/PS 251 Pool,121
07/15/2017,Brooklyn,McCarren Park,2215
07/15/2017,Brooklyn,Sunset Park,1778
07/15/2017,Brooklyn,Red Hook,1650
07/15/2017,Brooklyn,Kosciuszko,798
07/15/2017,Brooklyn,Howard,337
07/15/2017,Brooklyn,Douglas and DeGraw,678
07/15/2017,Brooklyn,Commodore Barry,383
07/15/2017,Brooklyn,Bushwick,243
07/15/2017,Bronx,Claremont,421
07/15/2017,Bronx,Edenwald Houses,69
07/15/2017,Bronx,Crotona,1450
07/15/2017,Bronx,Floating Pool,671
07/15/2017,Bronx,Haffen,613
07/15/2017,Bronx,Mapes,547
07/15/2017,Bronx,Mullaly,380
07/15/2017,Bronx,Van Cortlandt,1097
07/15/2017,Bronx,Bronx River Playground,96
07/15/2017,Manhattan,Asser Levy,475
07/15/2017,Manhattan,Tony Dapolito,267
07/15/2017,Manhattan,Dry Dock,268
07/15/2017,Manhattan,Hamilton Fish,1240
07/15/2017,Manhattan,Highbridge,2254
07/15/2017,Manhattan,Jackie Robinson,678
07/15/2017,Manhattan,John Jay,687
07/15/2017,Manhattan,Lasker,1339
07/15/2017,Manhattan,Marcus Garvey,318
07/15/2017,Manhattan,Sheltering Arms,374
07/15/2017,Manhattan,Thomas Jefferson,839
07/15/2017,Manhattan,Wagner,405
07/15/2017,Manhattan,Abe Lincoln,113
07/15/2017,Manhattan,Frederick Douglass,88
07/15/2017,Manhattan,Vesuvio,115
07/15/2017,Manhattan,Tompkins Square,72
07/15/2017,Queens,Astoria,2564
07/15/2017,Queens,Fisher,481
07/15/2017,Queens,Liberty,0
07/15/2017,Queens,Totten,474
07/15/2017,Queens,Marie Curie Park,136
07/15/2017,Queens,Astoria Hts PS 10,0
07/15/2017,Queens,PS 186 Playground,78
07/15/2017,Queens,Windmuller,308
07/15/2017,Staten Island,Faber,234
07/15/2017,Staten Island,Lyons,0
07/15/2017,Staten Island,Tottenville,217
07/15/2017,Staten Island,West Brighton,147
07/15/2017,Staten Island,General Douglas,29
07/15/2017,Staten Island,Mariner's Harbor,0
07/15/2017,Staten Island,PS 14 Playground,93
07/15/2017,Staten Island,PS 46 Playground,62
07/16/2017,Brooklyn,Betsy Head,1192
07/16/2017,Brooklyn,PS 20 Playground,430
07/16/2017,Brooklyn,Lindower Park,226
07/16/2017,Brooklyn,JHS 57/HS 26 Pool,0
07/16/2017,Brooklyn,Glenwood Houses,51
07/16/2017,Brooklyn,David Fox/PS 251 Pool,123
07/16/2017,Brooklyn,McCarren Park,4117
07/16/2017,Brooklyn,Sunset Park,2993
07/16/2017,Brooklyn,Red Hook,2126
07/16/2017,Brooklyn,Kosciuszko,1354
07/16/2017,Brooklyn,Howard,281
07/16/2017,Brooklyn,Douglas and DeGraw,784
07/16/2017,Brooklyn,Commodore Barry,344
07/16/2017,Brooklyn,Bushwick,330
07/16/2017,Bronx,Claremont,574
07/16/2017,Bronx,Edenwald Houses,62
07/16/2017,Bronx,Crotona,1949
07/16/2017,Bronx,Floating Pool,821
07/16/2017,Bronx,Haffen,622
07/16/2017,Bronx,Mapes,760
07/16/2017,Bronx,Mullaly,523
07/16/2017,Bronx,Van Cortlandt,1674
07/16/2017,Bronx,Bronx River Playground,97
07/16/2017,Manhattan,Asser Levy,690
07/16/2017,Manhattan,Tony Dapolito,430
07/16/2017,Manhattan,Dry Dock,459
07/16/2017,Manhattan,Hamilton Fish,2179
07/16/2017,Manhattan,Highbridge,3117
07/16/2017,Manhattan,Jackie Robinson,1231
07/16/2017,Manhattan,John Jay,1370
07/16/2017,Manhattan,Lasker,3891
07/16/2017,Manhattan,Marcus Garvey,679
07/16/2017,Manhattan,Sheltering Arms,445
07/16/2017,Manhattan,Thomas Jefferson,1266
07/16/2017,Manhattan,Wagner,571
07/16/2017,Manhattan,Abe Lincoln,138
07/16/2017,Manhattan,Frederick Douglass,63
07/16/2017,Manhattan,Vesuvio,167
07/16/2017,Manhattan,Tompkins Square,93
07/16/2017,Queens,Astoria,4481
07/16/2017,Queens,Fisher,752
07/16/2017,Queens,Liberty,752
07/16/2017,Queens,Totten,717
07/16/2017,Queens,Marie Curie Park,235
07/16/2017,Queens,Astoria Hts PS 10,0
07/16/2017,Queens,PS 186 Playground,100
07/16/2017,Queens,Windmuller,402
07/16/2017,Staten Island,Faber,370
07/16/2017,Staten Island,Lyons,653
07/16/2017,Staten Island,Tottenville,443
07/16/2017,Staten Island,West Brighton,223
07/16/2017,Staten Island,General Douglas,31
07/16/2017,Staten Island,Mariner's Harbor,0
07/16/2017,Staten Island,PS 14 Playground,118
07/16/2017,Staten Island,PS 46 Playground,48
07/17/2017,Brooklyn,Betsy Head,1021
07/17/2017,Brooklyn,PS 20 Playground,143
07/17/2017,Brooklyn,Lindower Park,172
07/17/2017,Brooklyn,JHS 57/HS 26 Pool,0
07/17/2017,Brooklyn,Glenwood Houses,64
07/17/2017,Brooklyn,David Fox/PS 251 Pool,109
07/17/2017,Brooklyn,McCarren Park,2093
07/17/2017,Brooklyn,Sunset Park,1266
07/17/2017,Brooklyn,Red Hook,1339
07/17/2017,Brooklyn,Kosciuszko,0
07/17/2017,Brooklyn,Howard,337
07/17/2017,Brooklyn,Douglas and DeGraw,533
07/17/2017,Brooklyn,Commodore Barry,354
07/17/2017,Brooklyn,Bushwick,200
07/17/2017,Bronx,Claremont,479
07/17/2017,Bronx,Edenwald Houses,100
07/17/2017,Bronx,Crotona,1490
07/17/2017,Bronx,Floating Pool,435
07/17/2017,Bronx,Haffen,643
07/17/2017,Bronx,Mapes,761
07/17/2017,Bronx,Mullaly,420
07/17/2017,Bronx,Van Cortlandt,1148
07/17/2017,Bronx,Bronx River Playground,111
07/17/2017,Manhattan,Asser Levy,513
07/17/2017,Manhattan,Tony Dapolito,250
07/17/2017,Manhattan,Dry Dock,292
07/17/2017,Manhattan,Hamilton Fish,2504
07/17/2017,Manhattan,Highbridge,1973
07/17/2017,Manhattan,Jackie Robinson,936
07/17/2017,Manhattan,John Jay,652
07/17/2017,Manhattan,Lasker,1451
07/17/2017,Manhattan,Marcus Garvey,324
07/17/2017,Manhattan,Sheltering Arms,260
07/17/2017,Manhattan,Thomas Jefferson,994
07/17/2017,Manhattan,Wagner,168
07/17/2017,Manhattan,Abe Lincoln,125
07/17/2017,Manhattan,Frederick Douglass,75
07/17/2017,Manhattan,Vesuvio,106
07/17/2017,Manhattan,Tompkins Square,61
07/17/2017,Queens,Astoria,2495
07/17/2017,Queens,Fisher,810
07/17/2017,Queens,Liberty,398
07/17/2017,Queens,Totten,470
07/17/2017,Queens,Marie Curie Park,131
07/17/2017,Queens,Astoria Hts PS 10,0
07/17/2017,Queens,PS 186 Playground,100
07/17/2017,Queens,Windmuller,327
07/17/2017,Staten Island,Faber,290
07/17/2017,Staten Island,Lyons,562
07/17/2017,Staten Island,Tottenville,303
07/17/2017,Staten Island,West Brighton,223
07/17/2017,Staten Island,General Douglas,42
07/17/2017,Staten Island,Mariner's Harbor,0
07/17/2017,Staten Island,PS 14 Playground,147
07/17/2017,Staten Island,PS 46 Playground,42
07/18/2017,Brooklyn,Betsy Head,1081
07/18/2017,Brooklyn,PS 20 Playground,277
07/18/2017,Brooklyn,Lindower Park,129
07/18/2017,Brooklyn,JHS 57/HS 26 Pool,0
07/18/2017,Brooklyn,Glenwood Houses,141
07/18/2017,Brooklyn,David Fox/PS 251 Pool,220
07/18/2017,Brooklyn,McCarren Park,2730
07/18/2017,Brooklyn,Sunset Park,2152
07/18/2017,Brooklyn,Red Hook,1961
07/18/2017,Brooklyn,Kosciuszko,1044
07/18/2017,Brooklyn,Howard,335
07/18/2017,Brooklyn,Douglas and DeGraw,588
07/18/2017,Brooklyn,Commodore Barry,411
07/18/2017,Brooklyn,Bushwick,194
07/18/2017,Bronx,Claremont,546
07/18/2017,Bronx,Edenwald Houses,74
07/18/2017,Bronx,Crotona,1895
07/18/2017,Bronx,Floating Pool,511
07/18/2017,Bronx,Haffen,542
07/18/2017,Bronx,Mapes,771
07/18/2017,Bronx,Mullaly,410
07/18/2017,Bronx,Van Cortlandt,1198
07/18/2017,Bronx,Bronx River Playground,124
07/18/2017,Manhattan,Asser Levy,635
07/18/2017,Manhattan,Tony Dapolito,330
07/18/2017,Manhattan,Dry Dock,417
07/18/2017,Manhattan,Hamilton Fish,1288
07/18/2017,Manhattan,Highbridge,2737
07/18/2017,Manhattan,Jackie Robinson,1069
07/18/2017,Manhattan,John Jay,725
07/18/2017,Manhattan,Lasker,1673
07/18/2017,Manhattan,Marcus Garvey,436
07/18/2017,Manhattan,Sheltering Arms,399
07/18/2017,Manhattan,Thomas Jefferson,1434
07/18/2017,Manhattan,Wagner,238
07/18/2017,Manhattan,Abe Lincoln,110
07/18/2017,Manhattan,Frederick Douglass,86
07/18/2017,Manhattan,Vesuvio,75
07/18/2017,Manhattan,Tompkins Square,92
07/18/2017,Queens,Astoria,2972
07/18/2017,Queens,Fisher,747
07/18/2017,Queens,Liberty,0
07/18/2017,Queens,Totten,552
07/18/2017,Queens,Marie Curie Park,280
07/18/2017,Queens,Astoria Hts PS 10,0
07/18/2017,Queens,PS 186 Playground,98
07/18/2017,Queens,Windmuller,360
07/18/2017,Staten Island,Faber,307
07/18/2017,Staten Island,Lyons,715
07/18/2017,Staten Island,Tottenville,409
07/18/2017,Staten Island,West Brighton,255
07/18/2017,Staten Island,General Douglas,38
07/18/2017,Staten Island,Mariner's Harbor,0
07/18/2017,Staten Island,PS 14 Playground,84
07/18/2017,Staten Island,PS 46 Playground,85
07/19/2017,Brooklyn,Betsy Head,1587
07/19/2017,Brooklyn,PS 20 Playground,248
07/19/2017,Brooklyn,Lindower Park,257
07/19/2017,Brooklyn,JHS 57/HS 26 Pool,0
07/19/2017,Brooklyn,Glenwood Houses,53
07/19/2017,Brooklyn,David Fox/PS 251 Pool,98
07/19/2017,Brooklyn,McCarren Park,3346
07/19/2017,Brooklyn,Sunset Park,0
07/19/2017,Brooklyn,Red Hook,2134
07/19/2017,Brooklyn,Kosciuszko,874
07/19/2017,Brooklyn,Howard,533
07/19/2017,Brooklyn,Douglas and DeGraw,614
07/19/2017,Brooklyn,Commodore Barry,632
07/19/2017,Brooklyn,Bushwick,322
07/19/2017,Bronx,Claremont,572
07/19/2017,Bronx,Edenwald Houses,90
07/19/2017,Bronx,Crotona,2761
07/19/2017,Bronx,Floating Pool,680
07/19/2017,Bronx,Haffen,758
07/19/2017,Bronx,Mapes,725
07/19/2017,Bronx,Mullaly,675
07/19/2017,Bronx,Van Cortlandt,2298
07/19/2017,Bronx,Bronx River Playground,125
07/19/2017,Manhattan,Asser Levy,944
07/19/2017,Manhattan,Tony Dapolito,477
07/19/2017,Manhattan,Dry Dock,527
07/19/2017,Manhattan,Hamilton Fish,1826
07/19/2017,Manhattan,Highbridge,2857
07/19/2017,Manhattan,Jackie Robinson,1476
07/19/2017,Manhattan,John Jay,950
07/19/2017,Manhattan,Lasker,2638
07/19/2017,Manhattan,Marcus Garvey,555
07/19/2017,Manhattan,Sheltering Arms,309
07/19/2017,Manhattan,Thomas Jefferson,1463
07/19/2017,Manhattan,Wagner,468
07/19/2017,Manhattan,Abe Lincoln,85
07/19/2017,Manhattan,Frederick Douglass,86
07/19/2017,Manhattan,Vesuvio,117
07/19/2017,Manhattan,Tompkins Square,92
07/19/2017,Queens,Astoria,4159
07/19/2017,Queens,Fisher,912
07/19/2017,Queens,Liberty,672
07/19/2017,Queens,Totten,766
07/19/2017,Queens,Marie Curie Park,187
07/19/2017,Queens,Astoria Hts PS 10,0
07/19/2017,Queens,PS 186 Playground,122
07/19/2017,Queens,Windmuller,426
07/19/2017,Staten Island,Faber,503
07/19/2017,Staten Island,Lyons,776
07/19/2017,Staten Island,Tottenville,467
07/19/2017,Staten Island,West Brighton,247
07/19/2017,Staten Island,General Douglas,31
07/19/2017,Staten Island,Mariner's Harbor,0
07/19/2017,Staten Island,PS 14 Playground,134
07/19/2017,Staten Island,PS 46 Playground,53
07/20/2017,Brooklyn,Betsy Head,1556
07/20/2017,Brooklyn,PS 20 Playground,335
07/20/2017,Brooklyn,Lindower Park,208
07/20/2017,Brooklyn,JHS 57/HS 26 Pool,0
07/20/2017,Brooklyn,Glenwood Houses,44
07/20/2017,Brooklyn,David Fox/PS 251 Pool,223
07/20/2017,Brooklyn,McCarren Park,3277
07/20/2017,Brooklyn,Sunset Park,3869
07/20/2017,Brooklyn,Red Hook,1786
07/20/2017,Brooklyn,Kosciuszko,1798
07/20/2017,Brooklyn,Howard,532
07/20/2017,Brooklyn,Douglas and DeGraw,596
07/20/2017,Brooklyn,Commodore Barry,437
07/20/2017,Brooklyn,Bushwick,0
07/20/2017,Bronx,Claremont,566
07/20/2017,Bronx,Edenwald Houses,95
07/20/2017,Bronx,Crotona,4308
07/20/2017,Bronx,Floating Pool,986
07/20/2017,Bronx,Haffen,766
07/20/2017,Bronx,Mapes,877
07/20/2017,Bronx,Mullaly,748
07/20/2017,Bronx,Van Cortlandt,2037
07/20/2017,Bronx,Bronx River Playground,140
07/20/2017,Manhattan,Asser Levy,832
07/20/2017,Manhattan,Tony Dapolito,672
07/20/2017,Manhattan,Dry Dock,539
07/20/2017,Manhattan,Hamilton Fish,2176
07/20/2017,Manhattan,Highbridge,4386
07/20/2017,Manhattan,Jackie Robinson,1569
07/20/2017,Manhattan,John Jay,983
07/20/2017,Manhattan,Lasker,3080
07/20/2017,Manhattan,Marcus Garvey,979
07/20/2017,Manhattan,Sheltering Arms,0
07/20/2017,Manhattan,Thomas Jefferson,2014
07/20/2017,Manhattan,Wagner,556
07/20/2017,Manhattan,Abe Lincoln,90
07/20/2017,Manhattan,Frederick Douglass,88
07/20/2017,Manhattan,Vesuvio,86
07/20/2017,Manhattan,Tompkins Square,121
07/20/2017,Queens,Astoria,4159
07/20/2017,Queens,Fisher,871
07/20/2017,Queens,Liberty,972
07/20/2017,Queens,Totten,842
07/20/2017,Queens,Marie Curie Park,191
07/20/2017,Queens,Astoria Hts PS 10,0
07/20/2017,Queens,PS 186 Playground,124
07/20/2017,Queens,Windmuller,384
07/20/2017,Staten Island,Faber,463
07/20/2017,Staten Island,Lyons,779
07/20/2017,Staten Island,Tottenville,483
07/20/2017,Staten Island,West Brighton,319
07/20/2017,Staten Island,General Douglas,49
07/20/2017,Staten Island,Mariner's Harbor,0
07/20/2017,Staten Island,PS 14 Playground,113
07/20/2017,Staten Island,PS 46 Playground,61
07/21/2017,Brooklyn,Betsy Head,1420
07/21/2017,Brooklyn,PS 20 Playground,235
07/21/2017,Brooklyn,Lindower Park,195
07/21/2017,Brooklyn,JHS 57/HS 26 Pool,0
07/21/2017,Brooklyn,Glenwood Houses,29
07/21/2017,Brooklyn,David Fox/PS 251 Pool,142
07/21/2017,Brooklyn,McCarren Park,4818
07/21/2017,Brooklyn,Sunset Park,2721
07/21/2017,Brooklyn,Red Hook,2791
07/21/2017,Brooklyn,Kosciuszko,1422
07/21/2017,Brooklyn,Howard,557
07/21/2017,Brooklyn,Douglas and DeGraw,934
07/21/2017,Brooklyn,Commodore Barry,544
