Day,Borough,Swimming Pool,Program Type,Male Registration,Female Registration,Total Registration,Male Attendance,Female Attendance,Total Attendance
08/13/2019,Manhattan,Jackie Robinson,Early Bird,1,0,1,9,16,25
08/13/2019,Manhattan,Asser Levy,Early Bird,0,0,0,17,16,33
08/13/2019,Manhattan,John Jay,Early Bird,0,2,2,26,25,51
08/13/2019,Manhattan,Lasker,Early Bird,3,0,3,36,31,67
08/13/2019,Manhattan,Hamilton Fish,Early Bird,2,2,4,34,31,65
08/12/2019,Staten Island,Lyons,Early Bird,0,0,0,7,9,16
08/12/2019,Queens,Astoria,Early Bird,2,2,4,52,43,95
08/12/2019,Bronx,Crotona,Early Bird,1,1,2,2,3,5
08/12/2019,Bronx,Van Cortlandt,Early Bird,0,0,0,19,15,34
08/12/2019,Brooklyn,Kosciuszko,Early Bird,2,1,3,13,14,27
08/12/2019,Brooklyn,Red Hook,Early Bird,2,5,7,27,22,49
08/12/2019,Brooklyn,Sunset,Early Bird,4,2,6,37,38,75
08/12/2019,Brooklyn,McCarren,Early Bird,6,4,10,60,60,120
08/12/2019,Manhattan,Thomas Jefferson,Early Bird,0,0,0,12,14,26
08/12/2019,Manhattan,Tony Dapolito,Early Bird,0,1,1,10,15,25
08/12/2019,Manhattan,Jackie Robinson,Early Bird,2,3,5,26,16,42
08/12/2019,Manhattan,Asser Levy,Early Bird,2,0,2,15,23,38
08/12/2019,Manhattan,John Jay,Early Bird,8,7,15,32,37,69
08/12/2019,Manhattan,Lasker,Early Bird,4,2,6,29,43,72
08/12/2019,Manhattan,Hamilton Fish,Early Bird,1,5,6,40,48,88
08/09/2019,Staten Island,Lyons,Early Bird,0,0,0,7,7,14
08/09/2019,Queens,Astoria,Early Bird,3,2,5,50,45,95
08/09/2019,Bronx,Crotona,Early Bird,0,0,0,3,3,6
08/09/2019,Bronx,Van Cortlandt,Early Bird,2,3,5,24,21,45
08/09/2019,Brooklyn,Kosciuszko,Early Bird,0,1,1,17,17,34
08/09/2019,Brooklyn,Red Hook,Early Bird,4,1,5,23,26,49
08/09/2019,Brooklyn,Sunset,Early Bird,0,2,2,33,40,73
08/09/2019,Brooklyn,McCarren,Early Bird,10,2,12,82,76,158
08/09/2019,Manhattan,Thomas Jefferson,Early Bird,0,0,0,10,6,16
08/09/2019,Manhattan,Tony Dapolito,Early Bird,0,0,0,11,16,27
08/09/2019,Manhattan,Jackie Robinson,Early Bird,3,0,3,13,30,43
08/09/2019,Manhattan,Asser Levy,Early Bird,1,0,1,17,25,42
08/09/2019,Manhattan,John Jay,Early Bird,0,1,1,25,46,71
08/09/2019,Manhattan,Lasker,Early Bird,4,5,9,46,54,100
08/09/2019,Manhattan,Hamilton Fish,Early Bird,0,0,0,48,58,106
08/07/2019,Brooklyn,Kosciuszko,Early Bird,2,4,6,12,10,22
08/06/2019,Brooklyn,Kosciuszko,Early Bird,3,1,4,10,28,38
08/05/2019,Brooklyn,Kosciuszko,Early Bird,2,2,4,18,15,33
08/02/2019,Brooklyn,Kosciuszko,Early Bird,4,3,7,22,17,39
08/01/2019,Brooklyn,Kosciuszko,Early Bird,2,4,6,13,19,32
07/31/2019,Brooklyn,Kosciuszko,Early Bird,3,5,8,13,19,32
07/30/2019,Brooklyn,Kosciuszko,Early Bird,3,11,14,15,25,40
07/29/2019,Brooklyn,Kosciuszko,Early Bird,3,4,7,14,20,34
07/26/2019,Brooklyn,Kosciuszko,Early Bird,4,5,9,18,17,35
07/25/2019,Brooklyn,Kosciuszko,Early Bird,7,1,8,16,13,29
07/24/2019,Brooklyn,Kosciuszko,Early Bird,4,7,11,15,20,35
07/23/2019,Brooklyn,Kosciuszko,Early Bird,2,3,5,3,6,9
07/22/2019,Brooklyn,Kosciuszko,Early Bird,4,11,15,16,19,35
07/19/2019,Brooklyn,Kosciuszko,Early Bird,2,1,3,10,8,18
07/18/2019,Brooklyn,Kosciuszko,Early Bird,1,3,4,1,3,4
07/17/2019,Brooklyn,Kosciuszko,Early Bird,6,6,12,15,15,30
07/16/2019,Brooklyn,Kosciuszko,Early Bird,4,16,20,21,26,47
07/15/2019,Brooklyn,Kosciuszko,Early Bird,6,9,15,13,17,30
07/12/2019,Brooklyn,Kosciuszko,Early Bird,8,9,17,19,16,35
07/11/2019,Brooklyn,Kosciuszko,Early Bird,7,6,13,13,16,29
07/10/2019,Brooklyn,Kosciuszko,Early Bird,10,16,26,14,23,37
07/09/2019,Brooklyn,Kosciuszko,Early Bird,13,20,33,16,25,41
07/08/2019,Brooklyn,Kosciuszko,Early Bird,9,8,17,10,10,20
07/05/2019,Brooklyn,Kosciuszko,Early Bird,10,12,22,10,12,22
08/08/2019,Brooklyn,Kosciuszko,Early Bird,3,5,8,12,17,29
08/08/2019,Staten Island,Lyons,Early Bird,0,0,0,7,6,13
08/08/2019,Queens,Astoria,Early Bird,0,4,4,46,45,91
08/08/2019,Bronx,Crotona,Early Bird,0,0,0,2,1,3
08/08/2019,Bronx,Van Cortlandt,Early Bird,1,3,4,17,17,34
08/08/2019,Brooklyn,Red Hook,Early Bird,1,0,1,18,20,38
08/08/2019,Brooklyn,Sunset,Early Bird,1,1,2,26,32,58
08/08/2019,Brooklyn,McCarren,Early Bird,3,8,11,57,55,112
08/08/2019,Manhattan,Thomas Jefferson,Early Bird,0,1,1,10,13,23
08/08/2019,Manhattan,Tony Dapolito,Early Bird,0,1,1,7,19,26
08/08/2019,Manhattan,Jackie Robinson,Early Bird,0,1,1,11,25,36
08/08/2019,Manhattan,Asser Levy,Early Bird,0,1,1,11,18,29
08/08/2019,Manhattan,John Jay,Early Bird,1,0,1,23,32,55
08/08/2019,Manhattan,Lasker,Early Bird,1,1,2,35,40,75
08/08/2019,Manhattan,Hamilton Fish,Early Bird,4,3,7,38,49,87
08/07/2019,Staten Island,Lyons,Early Bird,0,0,0,1,6,7
08/07/2019,Queens,Astoria,Early Bird,0,7,7,49,43,92
08/07/2019,Bronx,Crotona,Early Bird,0,0,0,1,3,4
08/07/2019,Bronx,Van Cortlandt,Early Bird,1,1,2,17,13,30
08/07/2019,Brooklyn,Red Hook,Early Bird,2,1,3,16,18,34
08/07/2019,Brooklyn,Sunset,Early Bird,2,2,4,15,21,36
08/07/2019,Brooklyn,McCarren,Early Bird,7,4,11,63,51,114
08/07/2019,Manhattan,Thomas Jefferson,Early Bird,0,0,0,11,11,22
08/07/2019,Manhattan,Tony Dapolito,Early Bird,1,0,1,13,23,36
08/07/2019,Manhattan,Jackie Robinson,Early Bird,2,0,2,15,21,36
08/07/2019,Manhattan,Asser Levy,Early Bird,0,2,2,13,26,39
08/07/2019,Manhattan,John Jay,Early Bird,0,2,2,31,40,71
08/07/2019,Manhattan,Lasker,Early Bird,7,8,15,32,50,82
08/07/2019,Manhattan,Hamilton Fish,Early Bird,1,0,1,27,34,61
08/06/2019,Staten Island,Lyons,Early Bird,0,0,0,8,7,15
08/06/2019,Queens,Astoria,Early Bird,1,4,5,49,36,85
08/06/2019,Bronx,Crotona,Early Bird,0,0,0,2,3,5
08/06/2019,Bronx,Van Cortlandt,Early Bird,0,1,1,14,10,24
08/06/2019,Brooklyn,Red Hook,Early Bird,0,0,0,0,0,0
08/06/2019,Brooklyn,Sunset,Early Bird,0,0,0,0,0,0
08/06/2019,Brooklyn,McCarren,Early Bird,9,4,13,71,79,150
08/06/2019,Manhattan,Thomas Jefferson,Early Bird,1,2,3,14,12,26
08/06/2019,Manhattan,Tony Dapolito,Early Bird,1,0,1,13,22,35
08/06/2019,Manhattan,Jackie Robinson,Early Bird,2,3,5,15,31,46
08/06/2019,Manhattan,Asser Levy,Early Bird,1,0,1,23,20,43
08/06/2019,Manhattan,John Jay,Early Bird,0,0,0,28,31,59
08/06/2019,Manhattan,Lasker,Early Bird,5,4,9,38,36,74
08/06/2019,Manhattan,Hamilton Fish,Early Bird,2,6,8,43,57,100
08/05/2019,Staten Island,Lyons,Early Bird,0,0,0,10,8,18
08/05/2019,Queens,Astoria,Early Bird,6,2,8,56,36,92
08/05/2019,Bronx,Crotona,Early Bird,0,0,0,0,2,2
08/05/2019,Bronx,Van Cortlandt,Early Bird,2,2,4,22,20,42
08/05/2019,Brooklyn,Red Hook,Early Bird,2,1,3,18,27,45
08/05/2019,Brooklyn,Sunset,Early Bird,3,2,5,33,37,70
08/05/2019,Brooklyn,McCarren,Early Bird,4,6,10,62,76,138
08/05/2019,Manhattan,Thomas Jefferson,Early Bird,0,2,2,9,12,21
08/05/2019,Manhattan,Tony Dapolito,Early Bird,2,2,4,8,26,34
08/05/2019,Manhattan,Jackie Robinson,Early Bird,1,3,4,12,28,40
08/05/2019,Manhattan,Asser Levy,Early Bird,1,1,2,19,23,42
08/05/2019,Manhattan,John Jay,Early Bird,1,3,4,30,39,69
08/05/2019,Manhattan,Lasker,Early Bird,9,11,20,37,50,87
08/05/2019,Manhattan,Hamilton Fish,Early Bird,0,0,0,0,0,0
08/02/2019,Staten Island,Lyons,Early Bird,2,0,2,16,7,23
08/02/2019,Queens,Astoria,Early Bird,2,3,5,67,60,127
08/02/2019,Bronx,Crotona,Early Bird,0,0,0,3,4,7
08/02/2019,Bronx,Van Cortlandt,Early Bird,1,1,2,22,22,44
08/02/2019,Brooklyn,Red Hook,Early Bird,2,4,6,28,40,68
08/02/2019,Brooklyn,Sunset,Early Bird,1,3,4,38,46,84
08/02/2019,Brooklyn,McCarren,Early Bird,0,5,5,66,79,145
08/02/2019,Manhattan,Thomas Jefferson,Early Bird,2,0,2,11,11,22
08/02/2019,Manhattan,Tony Dapolito,Early Bird,0,3,3,13,23,36
08/02/2019,Manhattan,Jackie Robinson,Early Bird,0,2,2,17,32,49
08/02/2019,Manhattan,Asser Levy,Early Bird,3,0,3,23,23,46
08/02/2019,Manhattan,John Jay,Early Bird,2,2,4,35,39,74
08/02/2019,Manhattan,Lasker,Early Bird,4,3,7,38,55,93
08/02/2019,Manhattan,Hamilton Fish,Early Bird,0,0,0,58,60,118
08/01/2019,Staten Island,Lyons,Early Bird,2,1,3,14,10,24
08/01/2019,Queens,Astoria,Early Bird,2,1,3,63,45,108
08/01/2019,Bronx,Crotona,Early Bird,0,0,0,3,3,6
08/01/2019,Bronx,Van Cortlandt,Early Bird,1,1,2,19,20,39
08/01/2019,Brooklyn,Red Hook,Early Bird,0,0,0,33,30,63
08/01/2019,Brooklyn,Sunset,Early Bird,1,2,3,29,29,58
08/01/2019,Brooklyn,McCarren,Early Bird,5,4,9,66,97,163
08/01/2019,Manhattan,Thomas Jefferson,Early Bird,0,0,0,9,22,31
08/01/2019,Manhattan,Tony Dapolito,Early Bird,0,0,0,12,12,24
08/01/2019,Manhattan,Jackie Robinson,Early Bird,2,3,5,17,39,56
08/01/2019,Manhattan,Asser Levy,Early Bird,0,3,3,17,39,56
08/01/2019,Manhattan,John Jay,Early Bird,2,6,8,37,38,75
08/01/2019,Manhattan,Lasker,Early Bird,0,2,2,31,42,73
08/01/2019,Manhattan,Hamilton Fish,Early Bird,4,7,11,55,57,112
07/31/2019,Staten Island,Lyons,Early Bird,1,0,1,13,15,28
07/31/2019,Queens,Astoria,Early Bird,5,5,10,60,55,115
07/31/2019,Bronx,Crotona,Early Bird,0,0,0,0,4,4
07/31/2019,Bronx,Van Cortlandt,Early Bird,0,0,0,18,21,39
07/31/2019,Brooklyn,Sunset,Early Bird,4,2,6,40,39,79
07/31/2019,Brooklyn,Red Hook,Early Bird,2,6,8,25,39,64
07/31/2019,Brooklyn,McCarren,Early Bird,11,11,22,65,90,155
07/31/2019,Manhattan,Tony Dapolito,Early Bird,4,5,9,19,25,44
07/31/2019,Manhattan,Thomas Jefferson,Early Bird,1,0,1,18,9,27
07/31/2019,Manhattan,Jackie Robinson,Early Bird,1,2,3,13,32,45
07/31/2019,Manhattan,Asser Levy,Early Bird,2,0,2,21,29,50
07/31/2019,Manhattan,Lasker,Early Bird,5,3,8,40,50,90
07/31/2019,Manhattan,John Jay,Early Bird,4,4,8,35,37,72
07/31/2019,Manhattan,Hamilton Fish,Early Bird,7,4,11,74,64,138
07/30/2019,Staten Island,Lyons,Early Bird,2,2,4,13,11,24
07/30/2019,Queens,Astoria,Early Bird,4,3,7,64,57,121
07/30/2019,Bronx,Crotona,Early Bird,0,1,1,2,3,5
07/30/2019,Bronx,Van Cortlandt,Early Bird,2,6,8,19,20,39
07/30/2019,Brooklyn,Sunset,Early Bird,2,1,3,36,37,73
07/30/2019,Brooklyn,Red Hook,Early Bird,7,4,11,30,45,75
07/30/2019,Brooklyn,McCarren,Early Bird,5,16,21,85,91,176
07/30/2019,Manhattan,Tony Dapolito,Early Bird,2,1,3,15,19,34
07/30/2019,Manhattan,Thomas Jefferson,Early Bird,3,3,6,18,16,34
07/30/2019,Manhattan,Jackie Robinson,Early Bird,3,4,7,14,33,47
07/30/2019,Manhattan,Asser Levy,Early Bird,2,0,2,22,28,50
07/30/2019,Manhattan,Lasker,Early Bird,8,4,12,45,46,91
07/30/2019,Manhattan,John Jay,Early Bird,1,4,5,33,48,81
07/30/2019,Manhattan,Hamilton Fish,Early Bird,2,5,7,55,69,124
07/29/2019,Staten Island,Lyons,Early Bird,4,0,4,15,9,24
07/29/2019,Queens,Astoria,Early Bird,3,8,11,58,62,120
07/29/2019,Bronx,Crotona,Early Bird,1,1,2,2,3,5
07/29/2019,Bronx,Van Cortlandt,Early Bird,2,1,3,21,18,39
07/29/2019,Brooklyn,Sunset,Early Bird,1,7,8,38,48,86
07/29/2019,Brooklyn,Red Hook,Early Bird,4,5,9,27,33,60
07/29/2019,Brooklyn,McCarren,Early Bird,9,14,23,77,93,170
07/29/2019,Manhattan,Tony Dapolito,Early Bird,1,2,3,14,18,32
07/29/2019,Manhattan,Thomas Jefferson,Early Bird,1,3,4,10,18,28
07/29/2019,Manhattan,Jackie Robinson,Early Bird,4,6,10,19,32,51
07/29/2019,Manhattan,Asser Levy,Early Bird,2,0,2,17,25,42
07/29/2019,Manhattan,Lasker,Early Bird,7,7,14,36,54,90
07/29/2019,Manhattan,John Jay,Early Bird,2,3,5,25,37,62
07/29/2019,Manhattan,Hamilton Fish,Early Bird,4,3,7,61,58,119
07/26/2019,Staten Island,Lyons,Early Bird,0,1,1,11,10,21
07/26/2019,Queens,Astoria,Early Bird,3,2,5,58,54,112
07/26/2019,Bronx,Crotona,Early Bird,0,0,0,1,3,4
07/26/2019,Bronx,Van Cortlandt,Early Bird,0,2,2,20,21,41
07/26/2019,Brooklyn,Sunset,Early Bird,0,0,0,0,0,0
07/26/2019,Brooklyn,Red Hook,Early Bird,1,7,8,23,44,67
07/26/2019,Brooklyn,McCarren,Early Bird,5,11,16,68,89,157
07/26/2019,Manhattan,Tony Dapolito,Early Bird,2,4,6,14,20,34
07/26/2019,Manhattan,Thomas Jefferson,Early Bird,0,1,1,9,14,23
07/26/2019,Manhattan,Jackie Robinson,Early Bird,0,1,1,9,14,23
07/26/2019,Manhattan,Asser Levy,Early Bird,1,2,3,16,35,51
07/26/2019,Manhattan,Lasker,Early Bird,7,7,14,40,52,92
07/26/2019,Manhattan,John Jay,Early Bird,1,4,5,43,63,106
07/26/2019,Manhattan,Hamilton Fish,Early Bird,4,1,5,60,60,120
07/25/2019,Staten Island,Lyons,Early Bird,0,0,0,9,10,19
07/25/2019,Queens,Astoria,Early Bird,4,6,10,55,44,99
07/25/2019,Bronx,Crotona,Early Bird,0,0,0,1,4,5
07/25/2019,Bronx,Van Cortlandt,Early Bird,1,1,2,16,17,33
07/25/2019,Brooklyn,Sunset,Early Bird,4,3,7,40,34,74
07/25/2019,Brooklyn,Red Hook,Early Bird,4,3,7,28,30,58
07/25/2019,Brooklyn,McCarren,Early Bird,2,3,5,76,62,138
07/25/2019,Manhattan,Tony Dapolito,Early Bird,1,1,2,15,18,33
07/25/2019,Manhattan,Thomas Jefferson,Early Bird,1,4,5,13,17,30
07/25/2019,Manhattan,Jackie Robinson,Early Bird,0,3,3,10,25,35
07/25/2019,Manhattan,Asser Levy,Early Bird,3,0,3,17,20,37
07/25/2019,Manhattan,Lasker,Early Bird,3,5,8,36,32,68
07/25/2019,Manhattan,John Jay,Early Bird,4,3,7,35,42,77
07/25/2019,Manhattan,Hamilton Fish,Early Bird,4,8,12,40,60,100
07/24/2019,Staten Island,Lyons,Early Bird,3,3,6,13,12,25
07/24/2019,Queens,Astoria,Early Bird,9,4,13,61,48,109
07/24/2019,Bronx,Crotona,Early Bird,0,2,2,1,5,6
07/24/2019,Bronx,Van Cortlandt,Early Bird,0,2,2,17,19,36
07/24/2019,Brooklyn,Sunset,Early Bird,2,2,4,36,44,80
07/24/2019,Brooklyn,Red Hook,Early Bird,2,5,7,22,28,50
07/24/2019,Brooklyn,McCarren,Early Bird,9,9,18,77,66,143
07/24/2019,Manhattan,Tony Dapolito,Early Bird,1,0,1,15,23,38
07/24/2019,Manhattan,Thomas Jefferson,Early Bird,0,2,2,11,12,23
07/24/2019,Manhattan,Jackie Robinson,Early Bird,0,2,2,8,34,42
07/24/2019,Manhattan,Asser Levy,Early Bird,1,1,2,18,29,47
07/24/2019,Manhattan,Lasker,Early Bird,2,5,7,31,32,63
07/24/2019,Manhattan,John Jay,Early Bird,5,4,9,40,50,90
07/24/2019,Manhattan,Hamilton Fish,Early Bird,2,3,5,58,67,125
07/23/2019,Staten Island,Lyons,Early Bird,0,0,0,4,3,7
07/23/2019,Queens,Astoria,Early Bird,0,0,0,19,12,31
07/23/2019,Bronx,Crotona,Early Bird,0,0,0,0,1,1
07/23/2019,Bronx,Van Cortlandt,Early Bird,0,0,0,4,4,8
07/23/2019,Brooklyn,Sunset,Early Bird,0,0,0,12,12,24
07/23/2019,Brooklyn,Red Hook,Early Bird,0,0,0,11,3,14
07/23/2019,Brooklyn,McCarren,Early Bird,0,1,1,21,18,39
07/23/2019,Manhattan,Tony Dapolito,Early Bird,0,0,0,6,13,19
07/23/2019,Manhattan,Thomas Jefferson,Early Bird,0,0,0,8,4,12
07/23/2019,Manhattan,Jackie Robinson,Early Bird,0,0,0,8,4,12
07/23/2019,Manhattan,Asser Levy,Early Bird,0,0,0,11,5,16
07/23/2019,Manhattan,Lasker,Early Bird,0,0,0,0,0,0
07/23/2019,Manhattan,John Jay,Early Bird,0,0,0,12,14,26
07/23/2019,Manhattan,Hamilton Fish,Early Bird,1,0,1,17,13,30
07/22/2019,Staten Island,Lyons,Early Bird,3,0,3,12,15,27
07/22/2019,Queens,Astoria,Early Bird,6,9,15,60,47,107
07/22/2019,Bronx,Crotona,Early Bird,0,0,0,2,2,4
07/22/2019,Bronx,Van Cortlandt,Early Bird,3,3,6,17,20,37
07/22/2019,Brooklyn,Sunset,Early Bird,3,3,6,37,46,83
07/22/2019,Brooklyn,Red Hook,Early Bird,5,2,7,25,20,45
07/22/2019,Brooklyn,McCarren,Early Bird,9,17,26,70,78,148
07/22/2019,Manhattan,Tony Dapolito,Early Bird,1,4,5,11,25,36
07/22/2019,Manhattan,Thomas Jefferson,Early Bird,2,3,5,11,16,27
07/22/2019,Manhattan,Jackie Robinson,Early Bird,1,0,1,14,27,41
07/22/2019,Manhattan,Asser Levy,Early Bird,3,3,6,23,32,55
07/22/2019,Manhattan,Lasker,Early Bird,6,14,20,44,56,100
07/22/2019,Manhattan,John Jay,Early Bird,5,6,11,37,46,83
07/22/2019,Manhattan,Hamilton Fish,Early Bird,3,3,6,65,67,132
07/19/2019,Staten Island,Lyons,Early Bird,2,2,4,13,13,26
07/19/2019,Queens,Astoria,Early Bird,2,5,7,33,38,71
07/19/2019,Bronx,Crotona,Early Bird,0,0,0,2,1,3
07/19/2019,Bronx,Van Cortlandt,Early Bird,1,3,4,20,20,40
07/19/2019,Brooklyn,Red Hook,Early Bird,4,12,16,25,40,65
07/19/2019,Brooklyn,Sunset,Early Bird,7,3,10,27,43,70
07/19/2019,Brooklyn,McCarren,Early Bird,9,7,16,79,77,156
07/19/2019,Manhattan,Thomas Jefferson,Early Bird,1,0,1,9,8,17
07/19/2019,Manhattan,Jackie Robinson,Early Bird,1,1,2,9,24,33
07/19/2019,Manhattan,Tony Dapolito,Early Bird,3,1,4,17,19,36
07/19/2019,Manhattan,Asser Levy,Early Bird,0,3,3,20,35,55
07/19/2019,Manhattan,John Jay,Early Bird,3,5,8,40,39,79
07/19/2019,Manhattan,Lasker,Early Bird,1,7,8,42,50,92
07/19/2019,Manhattan,Hamilton Fish,Early Bird,6,4,10,66,60,126
07/18/2019,Staten Island,Lyons,Early Bird,0,0,0,10,6,16
07/18/2019,Queens,Astoria,Early Bird,0,2,2,0,0,0
07/18/2019,Bronx,Crotona,Early Bird,0,0,0,3,1,4
07/18/2019,Bronx,Van Cortlandt,Early Bird,0,2,2,11,11,22
07/18/2019,Brooklyn,Red Hook,Early Bird,0,0,0,17,16,33
07/18/2019,Brooklyn,Sunset,Early Bird,2,3,5,24,30,54
07/18/2019,Brooklyn,McCarren,Early Bird,10,10,20,63,50,113
07/18/2019,Manhattan,Thomas Jefferson,Early Bird,0,1,1,9,9,18
07/18/2019,Manhattan,Tony Dapolito,Early Bird,2,2,4,11,17,28
07/18/2019,Manhattan,Jackie Robinson,Early Bird,0,3,3,6,24,30
07/18/2019,Manhattan,Asser Levy,Early Bird,1,0,1,16,16,32
07/18/2019,Manhattan,Lasker,Early Bird,7,9,16,23,34,57
07/18/2019,Manhattan,John Jay,Early Bird,2,4,6,25,37,62
07/18/2019,Manhattan,Hamilton Fish,Early Bird,4,4,8,43,41,84
07/17/2019,Staten Island,Lyons,Early Bird,4,2,6,15,13,28
07/17/2019,Queens,Astoria,Early Bird,0,1,1,0,0,0
07/17/2019,Bronx,Crotona,Early Bird,0,0,0,1,2,3
07/17/2019,Bronx,Van Cortlandt,Early Bird,2,6,8,17,22,39
07/17/2019,Brooklyn,Red Hook,Early Bird,5,4,9,22,26,48
07/17/2019,Brooklyn,Sunset,Early Bird,2,5,7,40,46,86
07/17/2019,Brooklyn,McCarren,Early Bird,26,16,42,98,83,181
07/17/2019,Manhattan,Thomas Jefferson,Early Bird,3,0,3,15,10,25
07/17/2019,Manhattan,Tony Dapolito,Early Bird,2,4,6,15,19,34
07/17/2019,Manhattan,Jackie Robinson,Early Bird,2,7,9,14,35,49
07/17/2019,Manhattan,Asser Levy,Early Bird,2,5,7,20,33,53
07/17/2019,Manhattan,John Jay,Early Bird,3,9,12,37,52,89
07/17/2019,Manhattan,Lasker,Early Bird,11,8,19,52,61,113
07/17/2019,Manhattan,Hamilton Fish,Early Bird,10,9,19,70,71,141
07/16/2019,Staten Island,Lyons,Early Bird,1,2,3,10,15,25
07/16/2019,Queens,Astoria,Early Bird,10,13,23,65,68,133
07/16/2019,Bronx,Crotona,Early Bird,0,0,0,2,1,3
07/16/2019,Bronx,Van Cortlandt,Early Bird,1,1,2,18,17,35
07/16/2019,Brooklyn,Red Hook,Early Bird,2,7,9,23,41,64
07/16/2019,Brooklyn,Sunset,Early Bird,8,9,17,43,44,87
07/16/2019,Brooklyn,McCarren,Early Bird,29,30,59,116,112,228
07/16/2019,Manhattan,Thomas Jefferson,Early Bird,1,5,6,12,21,33
07/16/2019,Manhattan,Tony Dapolito,Early Bird,4,3,7,19,18,37
07/16/2019,Manhattan,Jackie Robinson,Early Bird,2,9,11,13,34,47
07/16/2019,Manhattan,Asser Levy,Early Bird,2,6,8,26,28,54
07/16/2019,Manhattan,John Jay,Early Bird,7,6,13,42,43,85
07/16/2019,Manhattan,Hamilton Fish,Early Bird,4,8,12,37,48,85
07/16/2019,Manhattan,Lasker,Early Bird,33,37,70,56,55,111
07/15/2019,Staten Island,Lyons,Early Bird,2,3,5,13,14,27
07/15/2019,Queens,Astoria,Early Bird,10,15,25,60,64,124
07/15/2019,Bronx,Crotona,Early Bird,2,0,2,4,4,8
07/15/2019,Bronx,Van Cortlandt,Early Bird,3,6,9,21,28,49
07/15/2019,Brooklyn,Sunset,Early Bird,7,5,12,36,43,79
07/15/2019,Brooklyn,Red Hook,Early Bird,4,6,10,28,28,56
07/15/2019,Brooklyn,McCarren,Early Bird,26,26,52,93,94,187
07/15/2019,Manhattan,Tony Dapolito,Early Bird,3,3,6,15,16,31
07/15/2019,Manhattan,Thomas Jefferson,Early Bird,1,6,7,10,11,21
07/15/2019,Manhattan,Jackie Robinson,Early Bird,1,14,15,13,33,46
07/15/2019,Manhattan,Asser Levy,Early Bird,3,4,7,21,33,54
07/15/2019,Manhattan,Lasker,Early Bird,7,24,31,52,52,104
07/15/2019,Manhattan,John Jay,Early Bird,6,14,20,43,47,90
07/15/2019,Manhattan,Hamilton Fish,Early Bird,14,6,20,63,62,125
07/12/2019,Manhattan,Jackie Robinson,Early Bird,3,6,9,14,26,40
07/12/2019,Staten Island,Lyons,Early Bird,2,5,7,15,15,30
07/12/2019,Queens,Astoria,Early Bird,9,14,23,58,50,108
07/12/2019,Bronx,Crotona,Early Bird,0,0,0,2,2,4
07/12/2019,Bronx,Van Cortlandt,Early Bird,1,4,5,15,20,35
07/12/2019,Brooklyn,Sunset,Early Bird,1,6,7,31,41,72
07/12/2019,Brooklyn,Red Hook,Early Bird,4,5,9,26,25,51
07/12/2019,Brooklyn,McCarren,Early Bird,24,24,48,81,80,161
07/12/2019,Manhattan,Tony Dapolito,Early Bird,5,4,9,19,20,39
07/12/2019,Manhattan,Thomas Jefferson,Early Bird,1,2,3,9,10,19
07/12/2019,Manhattan,Asser Levy,Early Bird,3,6,9,14,26,40
07/12/2019,Manhattan,Lasker,Early Bird,10,10,20,52,47,99
07/12/2019,Manhattan,John Jay,Early Bird,1,10,11,38,46,84
07/12/2019,Manhattan,Hamilton Fish,Early Bird,13,15,28,72,72,144
07/11/2019,Staten Island,Lyons,Early Bird,1,4,5,11,11,22
07/11/2019,Queens,Astoria,Early Bird,8,15,23,51,58,109
07/11/2019,Bronx,Crotona,Early Bird,0,0,0,4,3,7
07/11/2019,Bronx,Van Cortlandt,Early Bird,1,3,4,17,14,31
07/11/2019,Brooklyn,Sunset,Early Bird,5,8,13,34,43,77
07/11/2019,Brooklyn,Red Hook,Early Bird,3,10,13,22,29,51
07/11/2019,Brooklyn,McCarren,Early Bird,20,29,49,69,48,117
07/11/2019,Manhattan,Tony Dapolito,Early Bird,3,7,10,17,26,43
07/11/2019,Manhattan,Thomas Jefferson,Early Bird,0,3,3,11,11,22
07/11/2019,Manhattan,Jackie Robinson,Early Bird,2,5,7,9,30,39
07/11/2019,Manhattan,Asser Levy,Early Bird,1,5,6,14,27,41
07/11/2019,Manhattan,Lasker,Early Bird,31,38,69,36,51,87
07/11/2019,Manhattan,John Jay,Early Bird,8,12,20,74,51,125
07/11/2019,Manhattan,Hamilton Fish,Early Bird,11,11,22,74,51,125
07/10/2019,Staten Island,Lyons,Early Bird,5,2,7,15,10,25
07/10/2019,Queens,Astoria,Early Bird,12,19,31,51,55,106
07/10/2019,Bronx,Crotona,Early Bird,1,1,2,22,4,26
07/10/2019,Bronx,Van Cortlandt,Early Bird,4,9,13,20,19,39
07/10/2019,Brooklyn,Sunset,Early Bird,9,7,16,38,44,82
07/10/2019,Brooklyn,Red Hook,Early Bird,4,11,15,28,33,61
07/10/2019,Brooklyn,McCarren,Early Bird,23,42,65,81,92,173
07/10/2019,Manhattan,Tony Dapolito,Early Bird,5,9,14,23,27,50
07/10/2019,Manhattan,Thomas Jefferson,Early Bird,13,12,25,25,25,50
07/10/2019,Manhattan,Jackie Robinson,Early Bird,3,11,14,14,33,47
07/10/2019,Manhattan,Asser Levy,Early Bird,9,11,20,20,36,56
07/10/2019,Manhattan,Lasker,Early Bird,12,11,23,44,47,91
07/10/2019,Manhattan,John Jay,Early Bird,12,15,27,35,45,80
07/10/2019,Manhattan,Hamilton Fish,Early Bird,24,23,47,63,70,133
